_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,geometry
1228,2789,BE-00771,2826,Danforth Ave,Danforth Ave,North,Trent Ave,East,00615,19,Danforth Village,Standard,Existing,B3100615,,"{'type': 'MultiPoint', 'coordinates': [[-79.2956952186514, 43.6896363354577]]}"
1229,2790,BE-00774,870,Queen St E,Queen St E,North,Empire Ave,West,06663,14,Riverside District,Standard,Existing,B3006663,,"{'type': 'MultiPoint', 'coordinates': [[-79.3450008679345, 43.6600272896279]]}"
1230,2791,BE-00778,2575,Danforth Ave,Danforth Ave,South,Barrington Ave,East,06651,19,Danforth Village,Standard,Existing,B3206651,,"{'type': 'MultiPoint', 'coordinates': [[-79.3003958357206, 43.688384836673]]}"
1231,2792,BE-00783,900,Pape Ave,Mortimer Ave,South,Pape Ave,West,06404,14,None,Mini,Temporarily Removed,B2906404,,"{'type': 'MultiPoint', 'coordinates': [[-79.3477888797386, 43.6856146088714]]}"
1232,2793,BE-00784,1176,Danforth Ave,Danforth Ave,North,Greenwood Ave,West,01219,14,Danforth Mosaic,Standard,Existing,B2901219,,"{'type': 'MultiPoint', 'coordinates': [[-79.3328238938858, 43.681455522384]]}"
1233,2794,BE-00789,363,Donlands Ave,Donlands Ave,East,Plains Rd,North,06398,14,None,Mini,Existing,B2906398,,"{'type': 'MultiPoint', 'coordinates': [[-79.3423791623423, 43.6931644071954]]}"
1234,2795,BE-00791,1015,Danforth Ave,Danforth Ave,South,Byron Ave,West,06781,14,Danforth Mosaic,Mini,Existing,B3006781,,"{'type': 'MultiPoint', 'coordinates': [[-79.3361129255479, 43.6805646097548]]}"
1235,2798,BE-00801,18,The Donway E,Lawrence Ave E,South,The Donway E,West,02192,16,None,Mini,Existing,B3402192,,"{'type': 'MultiPoint', 'coordinates': [[-79.3412308723171, 43.7375220836792]]}"
1236,2799,BE-00805,2010,Eglinton Ave W,Eglinton Ave W,North,Miranda Ave,West,07109,08,Fairbank Village,Standard,Existing,B1507109,,"{'type': 'MultiPoint', 'coordinates': [[-79.455465728941, 43.6946208634622]]}"
1237,2800,BE-01186,100,Brunswick Ave,Brunswick Ave,West,Ulster St,South,06806,11,None,Standard,Existing,B2006806,,"{'type': 'MultiPoint', 'coordinates': [[-79.405323395688, 43.6603786524005]]}"
1238,2801,BE-01188,270,Heath St W,Heath St W,North,Lonsmount Dr,East,08033A,12,None,Mini,Existing,B218033A,,"{'type': 'MultiPoint', 'coordinates': [[-79.416057120242, 43.6860626330338]]}"
1239,2802,BE-01191,888,Cosburn Ave,Cosburn Ave,North,Cedarvale Ave,East,07511,19,None,Standard,Existing,B3107511,,"{'type': 'MultiPoint', 'coordinates': [[-79.3152632424094, 43.6969932563064]]}"
1240,2803,BE-01193,540X,Kennedy Rd,Kennedy Rd,West,St Clair Ave E,North,07909,20,None,Standard,Existing,B3507909,,"{'type': 'MultiPoint', 'coordinates': [[-79.2615898168996, 43.7168423327883]]}"
1241,2804,BE-01195,1400,Kennedy Rd,Kennedy Rd,West,Brigstock Rd,North,07920,21,Kennedy Road,Standard,Existing,B3707920,,"{'type': 'MultiPoint', 'coordinates': [[-79.2802351316947, 43.7628415350605]]}"
1242,2805,BE-01199,None,None,Kennedy Rd,West,Reidmount Ave,South,07918,22,None,Standard,Existing,B3907918,,"{'type': 'MultiPoint', 'coordinates': [[-79.2908048950392, 43.7884830650195]]}"
1243,2806,BE-01201,3905,Sheppard Ave E,Sheppard Ave E,South,Kennedy Rd,West,07490,22,None,Standard,Existing,B4007490,,"{'type': 'MultiPoint', 'coordinates': [[-79.2889142409881, 43.7829738316774]]}"
1244,2807,BE-01207,750,Lawrence Ave W,Lawrence Ave W,North,Bolingbroke Rd,East,T5344,08,None,Standard,Existing,B1505344,,"{'type': 'MultiPoint', 'coordinates': [[-79.4491808950464, 43.7151723474554]]}"
1245,2808,BE-01209,3280,Dufferin St,Dufferin St,West,Orfus Rd,North,08495,08,None,Mini,Existing,B1508495,,"{'type': 'MultiPoint', 'coordinates': [[-79.4563109128234, 43.7205561279698]]}"
1246,2809,BE-00807,2259,Queen St E,Queen St E,South,Hammersmith Ave,East,06847,19,The Beach,Mini,Existing,B3206847,,"{'type': 'MultiPoint', 'coordinates': [[-79.2941012760528, 43.6712259384407]]}"
1247,2811,BE-00813,80,Clinton St,Clinton St,West,College St,North,06946,11,None,Standard,Existing,B196946A,,"{'type': 'MultiPoint', 'coordinates': [[-79.4143348565849, 43.6561716984254]]}"
1248,2813,BE-00823,1596,Eglinton Ave W,Eglinton Ave W,North,Oakwood Ave,West,07095,12,York-Eglinton,Standard,Temporarily Removed,B1507095,,"{'type': 'MultiPoint', 'coordinates': [[-79.4433292776437, 43.697263048983]]}"
1249,2814,BE-00718,5697,Yonge St,Yonge St,West,Hendon Ave,North,01150,18,None,Standard,Existing,B2301150,,"{'type': 'MultiPoint', 'coordinates': [[-79.4162330908532, 43.7818125950572]]}"
1250,2816,BE-00725,1,Liszt Gt,Finch Ave E,North,Liszt Gt,East,05896,17,None,Mini,Existing,B2405896,,"{'type': 'MultiPoint', 'coordinates': [[-79.3628672177138, 43.7910395303074]]}"
1251,2818,BE-00736,121,Front St E,Front St E,South,George St S,West,06838,13,St. Lawrence Market Neighbourhood,Mini,Existing,B2806838,,"{'type': 'MultiPoint', 'coordinates': [[-79.3704558825838, 43.6496827775027]]}"
1252,2819,BE-00739,7,Truman Rd,Bayview Ave,East,Truman Rd,South,02114,15,None,Standard,Existing,B2502114,,"{'type': 'MultiPoint', 'coordinates': [[-79.3863647889142, 43.7602488744762]]}"
1253,2821,BE-00641,2346,Dufferin St,Dufferin St,West,Eglinton Ave W,South,05946,09,Fairbank Village,Mini,Existing,B1705946,,"{'type': 'MultiPoint', 'coordinates': [[-79.4501009087455, 43.6951657008852]]}"
1254,2822,BE-00644,1951,Eglinton Ave W,Eglinton Ave W,South,Ennerdale Rd,East,01105,09,Fairbank Village,Standard,Existing,B1701105,,"{'type': 'MultiPoint', 'coordinates': [[-79.4531254947865, 43.6949786201956]]}"
1255,2823,BE-00646,1925,Eglinton Ave W,Eglinton Ave W,South,Kirknewton Rd,West,05928,09,Fairbank Village,Mini,Existing,B1705928,,"{'type': 'MultiPoint', 'coordinates': [[-79.4527727385391, 43.695056669207]]}"
1256,2824,BE-00648,2017,Eglinton Ave W,Eglinton Ave W,South,Nairn Ave,East,05926,09,Fairbank Village,Mini,Existing,B1705926,,"{'type': 'MultiPoint', 'coordinates': [[-79.4555756347412, 43.6944305019117]]}"
1257,2825,BE-00650,511,Bloor St W,Bloor St W,South,Borden St,West,06197,11,Bloor Annex,Mini,Existing,B2006197,,"{'type': 'MultiPoint', 'coordinates': [[-79.4087633940136, 43.6655661950361]]}"
1258,2826,BE-00825,1971,Queen St E,Queen St E,South,Waverley Rd,West,06855,19,The Beach,Mini,Existing,B3206855,,"{'type': 'MultiPoint', 'coordinates': [[-79.3012637725507, 43.6696860483259]]}"
1259,2827,BE-00829,1274,Kingston Rd,Kingston Rd,North,Hunt Club Dr,East,06283,20,None,Standard,Existing,B3506283,,"{'type': 'MultiPoint', 'coordinates': [[-79.2769710750734, 43.6837246837801]]}"
1260,2829,BE-00835,165,Cherokee Blvd,Finch Ave E,West,Cherokee Blvd,South,02186,17,None,Standard,Existing,B3302186,,"{'type': 'MultiPoint', 'coordinates': [[-79.337397363075, 43.7935574952698]]}"
1261,2830,BE-00837,68,Shaughnessy Blvd,Sheppard Ave E,South,Shaughnessy Blvd,West,02188,17,None,Standard,Existing,B3302188,,"{'type': 'MultiPoint', 'coordinates': [[-79.3536741167055, 43.7734945982398]]}"
1262,2831,BE-00839,225,Consumers Rd,Yorkland Blvd,North,Consumers Rd,West,04507,17,None,Standard,Existing,B3304507,,"{'type': 'MultiPoint', 'coordinates': [[-79.3318540674321, 43.7712243518931]]}"
1263,2832,BE-00845,990,Lawrence Ave E,Lawrence Ave E,North,Don Mills Rd,East,02193,16,None,Standard,Existing,B3402193,,"{'type': 'MultiPoint', 'coordinates': [[-79.3429450944294, 43.7374169863749]]}"
1264,2833,BE-00847,1441,Lawrence Ave E,Lawrence Ave E,South,Victoria Park Ave,West,02194,16,None,Standard,Existing,B3402194,,"{'type': 'MultiPoint', 'coordinates': [[-79.3102319997963, 43.7418618797197]]}"
1265,2834,BE-00849,145,Cassandra Blvd,Underhill Dr,West,Cassandra Blvd,South,02199,16,None,Standard,Existing,B3402199,,"{'type': 'MultiPoint', 'coordinates': [[-79.3264298268873, 43.7524913698679]]}"
1266,2835,BE-00851,1264,York Mills Rd,York Mills Rd,North,Fenside Dr,East,02203,16,None,Standard,Existing,B3402203,,"{'type': 'MultiPoint', 'coordinates': [[-79.3275057447687, 43.7608325035211]]}"
1267,2836,BE-00881,1570,Eglinton Ave W,Eglinton Ave W,North,Oakwood Ave,East,07094,08,York-Eglinton,Standard,Temporarily Removed,B1507094,,"{'type': 'MultiPoint', 'coordinates': [[-79.4427114182886, 43.6973992185057]]}"
1268,2837,BE-00885,2409,Dufferin St,Dufferin St,East,Belgravia Ave,North,07104,08,York-Eglinton,Standard,Existing,B1507104,,"{'type': 'MultiPoint', 'coordinates': [[-79.4508902245602, 43.6975388543758]]}"
1269,2838,BE-00887,515,Chaplin Cres,Chaplin Cres,West,Roselawn Ave,South,07197,08,None,Standard,Existing,B1607197,,"{'type': 'MultiPoint', 'coordinates': [[-79.4224274619083, 43.7043875671822]]}"
1270,2839,BE-00889,586,Roselawn Ave,Roselawn Ave,North,Caldow Rd,East,07214,08,None,Mini,Existing,B1607214,,"{'type': 'MultiPoint', 'coordinates': [[-79.4193829691781, 43.706746449601]]}"
1271,2840,BE-00893,529,Vaughan Rd,Vaughan Rd,North,Alameda Ave,East,07203A,12,None,Mini,Existing,B157203A,,"{'type': 'MultiPoint', 'coordinates': [[-79.4371521723664, 43.6907121987266]]}"
1272,2841,BE-00895,2464,Kingston Rd,Kingston Rd,North,Sandown Ave,East,07169,20,None,Standard,Existing,B3607169,,"{'type': 'MultiPoint', 'coordinates': [[-79.2492201923805, 43.7099811634109]]}"
1273,2842,BE-00899,1095,Ellesmere Rd,Ellesmere Rd,South,Midland Ave,West,07005,21,None,Mini,Existing,B3707005,,"{'type': 'MultiPoint', 'coordinates': [[-79.2717708425089, 43.7676628451293]]}"
1274,2843,BE-00901,529,Vaughan Rd,Vaughan Rd,North,Alameda Ave,East,07203B,12,None,Mini,Existing,B157203B,,"{'type': 'MultiPoint', 'coordinates': [[-79.4371014771693, 43.6906851669507]]}"
1275,2844,BE-00904,529,Vaughan Rd,Vaughan Rd,North,Winona Dr,West,07202,12,None,Mini,Existing,B1507202,,"{'type': 'MultiPoint', 'coordinates': [[-79.4364448472086, 43.6903601539524]]}"
1276,2845,BE-00906,3900,Jane St,Finch Ave W,South,Jane St,West,03484,07,None,Standard,Temporarily Removed,B0703484,,"{'type': 'MultiPoint', 'coordinates': [[-79.5182543096597, 43.7570417660867]]}"
1277,2847,BE-01348,55,Livingston Rd,Livingston Rd,East,Sylvan Ave,North,09221,24,None,Standard,Existing,B4309221,,"{'type': 'MultiPoint', 'coordinates': [[-79.1975689521925, 43.7436654403521]]}"
1278,2848,BE-01350,65,Livingston Rd,Livingston Rd,East,Guildwood Pkwy,South,09223,24,None,Standard,Existing,B4309223,,"{'type': 'MultiPoint', 'coordinates': [[-79.198412021495, 43.7456956938191]]}"
1279,2849,BE-01352,4457,Morningside Ave,Morningside Ave,West,Lawrence Ave E,North,09225,24,None,Standard,Existing,B4309225,,"{'type': 'MultiPoint', 'coordinates': [[-79.1863964120056, 43.7687104364434]]}"
1280,2850,BE-01354,4205,Lawrence Ave E,Morningside Ave,East,Lawrence Ave E,South,09227,25,None,Mini,Existing,B4409227,,"{'type': 'MultiPoint', 'coordinates': [[-79.1860080836818, 43.7681690031268]]}"
1281,2851,BE-01358,283,Roncesvalles Ave,Roncesvalles Ave,East,Westminster Ave,North,09230,04,Roncesvalles Village,Mini,Existing,B1409230,,"{'type': 'MultiPoint', 'coordinates': [[-79.4494492571678, 43.6475771668942]]}"
1282,2852,BE-01364,2777,Kipling Ave,Kipling Ave,East,Kidron Valley Dr,South,09248,01,None,Mini,Temporarily Removed,B0109248,,"{'type': 'MultiPoint', 'coordinates': [[-79.5880000392473, 43.7560571020543]]}"
1283,2853,BE-01017,None,None,Eglinton Ave W,South,Royal York Rd,Opposite,04317,02,None,Standard,Existing,B0404317,,"{'type': 'MultiPoint', 'coordinates': [[-79.5261475029978, 43.6822447544046]]}"
1284,2854,BE-01019,187,Taysham Cres,Albion Rd,North,Kipling Ave,East,04392,01,None,Standard,Existing,B0104392,,"{'type': 'MultiPoint', 'coordinates': [[-79.5798275331991, 43.7397394856414]]}"
1285,2855,BE-01024,None,None,Carlingview Dr,West,Renforth Dr,North,04495,01,None,Standard,Existing,B0204495,,"{'type': 'MultiPoint', 'coordinates': [[-79.5913470972119, 43.6771505273734]]}"
1286,2856,BE-01028,2,Champagne Dr,Finch Ave W,South,Champagne Dr,West,06130,06,DuKe Heights,Standard,Existing,B0806130,,"{'type': 'MultiPoint', 'coordinates': [[-79.4717932682055, 43.7676132814503]]}"
1287,2857,BE-01032,380,Donlands Ave,Donlands Ave,West,O'Connor Dr,South,06399,14,None,Standard,Existing,B2906399,,"{'type': 'MultiPoint', 'coordinates': [[-79.343067135186, 43.6942932065652]]}"
1288,2888,BE-00150,4256,Bathurst St,Bathurst St,West,Bainbridge Ave,North,01809,06,None,Standard,Existing,B1001809,,"{'type': 'MultiPoint', 'coordinates': [[-79.4374926530685, 43.7509339863516]]}"
1289,2889,BE-00153,2,Codsell Ave,Bathurst St,West,Codsell Ave,North,03335,06,None,Standard,Existing,B1003335,,"{'type': 'MultiPoint', 'coordinates': [[-79.4394435299081, 43.7588920396923]]}"
1290,2890,BE-00155,3901A,Bathurst St,Bathurst St,East,Lyonsgate Dr,South,03428,06,None,Standard,Existing,B1003428,,"{'type': 'MultiPoint', 'coordinates': [[-79.4351265004432, 43.7425083465923]]}"
1291,2891,BE-00159,4160,Bathurst St,Bathurst St,West,York Downs Dr,North,01807,06,None,Standard,Existing,B1001807,,"{'type': 'MultiPoint', 'coordinates': [[-79.4366524689009, 43.7474663857011]]}"
1292,2906,BE-00198,3690,Bathurst St,Bathurst St,West,Marquette Ave,North,03429,08,None,Standard,Temporarily Removed,B1503429,,"{'type': 'MultiPoint', 'coordinates': [[-79.4333973481019, 43.7343679882618]]}"
1293,2907,BE-00200,1,Viewmount Ave,Bathurst St,West,Viewmount Ave,South,03436,08,None,Standard,Existing,B1503436,,"{'type': 'MultiPoint', 'coordinates': [[-79.4277618579543, 43.7102646531657]]}"
1294,2908,BE-00204,3085,Dufferin St,Dufferin St,East,Lawrence Ave W,North,01835,08,None,Standard,Existing,B1501835,,"{'type': 'MultiPoint', 'coordinates': [[-79.4546018979921, 43.7144004217358]]}"
1295,2909,BE-00206,507,Lawrence Ave W,Lawrence Ave W,South,Bathurst St,West,01832,08,None,Standard,Temporarily Removed,B1501832,,"{'type': 'MultiPoint', 'coordinates': [[-79.4302670402487, 43.7189957653389]]}"
1296,2928,BE-02670,2,Bloomington Cres,Hullmar Dr,North,Bloomington Cres,East,16386,07,None,Mini,Existing,B0716386,,"{'type': 'MultiPoint', 'coordinates': [[-79.5230822477737, 43.7616717077543]]}"
1297,2929,BE-02618,None,Ray Ave,Ray Ave,West,Railway Lane,North,16162,05,None,Mini,Existing,B0516162,,"{'type': 'MultiPoint', 'coordinates': [[-79.4934682809479, 43.6900743278051]]}"
1298,2930,BE-02679,526,St Clair Ave W,St Clair Ave W,North,Raglan Ave,East,16417,12,Wychwood Heights,Mini,Existing,B1216417,,"{'type': 'MultiPoint', 'coordinates': [[-79.4191759045575, 43.6830704340199]]}"
1299,2931,BE-02678,526,St Clair Ave W,St Clair Ave W,North,Raglan Ave,East,16418,12,Wychwood Heights,Mini,Existing,B1216418,,"{'type': 'MultiPoint', 'coordinates': [[-79.4193728292809, 43.6830257195643]]}"
1300,2932,BE-02681,30,Sundridge Dr,Pharmacy Ave,West,Sundridge Dr,North,16432,20,None,Mini,Existing,B2016432,,"{'type': 'MultiPoint', 'coordinates': [[-79.2960345205116, 43.721657334672]]}"
1301,2933,BE-02686,30,Glenvalley Dr,Glenvalley Dr,South,Weston Rd,West,16439,05,None,Standard,Existing,B0516439,,"{'type': 'MultiPoint', 'coordinates': [[-79.4942771037919, 43.6864452174495]]}"
1302,2934,BE-02697,None,Westlake Rd,Westlake Rd,South,Galloway Rd,West,16513,24,None,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.1922129332763, 43.755018235093]]}"
1303,2935,BE-02696,155,Toynbee Trl,Westlake Rd,South,Galloway Rd,West,16510,24,None,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.1946537350813, 43.7547187953392]]}"
1304,2936,BE-02698,None,Westlake Rd,Westlake Rd,North,Galloway Rd,West,16512,24,None,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.1928789018012, 43.755043087571]]}"
1305,2940,BE-02652,231,College St,Huron St,East,College St,South,16277,11,None,Standard,Existing,B1116277,,"{'type': 'MultiPoint', 'coordinates': [[-79.3980261940449, 43.6581014800882]]}"
1306,2941,BE-02669,3250,Bloor St W,Bloor St W,North,Aberfoyle Cres,West,16368,03,None,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5208426839936, 43.6453753387383]]}"
1307,2942,BE-02665,None,None,Douro St,South,King St W,South,16353,10,None,Standard,Existing,B1016353,,"{'type': 'MultiPoint', 'coordinates': [[-79.4162361730927, 43.6406421810516]]}"
1308,2943,BE-02666,125,Western Battery Rd,Western Battery Rd,North,Lynn Williams St,North,16352,10,None,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4161493782414, 43.6401222699173]]}"
1309,2944,BE-02657,724,Queen St E,Queen St E,North,Broadview Ave,East,16309,14,Riverside District,Mini,Existing,B1416309,,"{'type': 'MultiPoint', 'coordinates': [[-79.3492568006055, 43.6590658855366]]}"
1310,2945,BE-02658,777,Danforth Ave,Danforth Ave,South,Woodycrest Ave,West,16307,14,Greektown on the Danforth,Mini,Existing,B1416307,,"{'type': 'MultiPoint', 'coordinates': [[-79.3420418815635, 43.6794007514146]]}"
1311,2946,BE-02662,2135,Avenue Rd,Avenue Rd,East,Wilson Ave,South,16336,08,None,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4210695993784, 43.7389157949268]]}"
1312,2947,BE-02661,2815,Kingston Rd,Kingston Rd,South,Gradwell Dr,East,16314,20,None,Mini,Existing,B2016314,,"{'type': 'MultiPoint', 'coordinates': [[-79.2374759758151, 43.720544364407]]}"
1313,2948,BE-02660,2815,Kingston Rd,Kingston Rd,South,Gradwell Dr,East,16315,20,None,Mini,Existing,B2016315,,"{'type': 'MultiPoint', 'coordinates': [[-79.2377304203334, 43.7203294676852]]}"
1314,2949,BE-02655,889,Bay St,Bay St,East,Breadalbane St,South,16296,13,None,Standard,Existing,B1316296,,"{'type': 'MultiPoint', 'coordinates': [[-79.3864432579406, 43.6629701084984]]}"
1315,2950,BE-02656,909,Bay St,Bay St,East,Wellesley St W,South,16298,13,None,Standard,Existing,B1316298,,"{'type': 'MultiPoint', 'coordinates': [[-79.3868049703353, 43.6638386914825]]}"
1316,2952,BE-02615,None,None,Hidden Trl,West,Carnival Crt,South,16132,06,None,Standard,Existing,B0616132,,"{'type': 'MultiPoint', 'coordinates': [[-79.462703574706, 43.7872613709924]]}"
1317,2953,BE-02616,None,None,Hidden Trl,West,Steeles Ave W,South,16131,06,None,Standard,Existing,B0616131,,"{'type': 'MultiPoint', 'coordinates': [[-79.4630995688073, 43.7882256120684]]}"
1318,2955,BE-02594,None,None,Steeles Ave E,South,Don Mills Rd,East,16113,17,None,Standard,Existing,B1716113,,"{'type': 'MultiPoint', 'coordinates': [[-79.3601249773704, 43.8112128517626]]}"
1319,2957,BE-02598,11,Coatsworth Cres,Coatsworth Cres,West,Hanson Rd,South,16127,19,None,Standard,Existing,B1916127,,"{'type': 'MultiPoint', 'coordinates': [[-79.3210978280926, 43.6792432969507]]}"
1320,2958,BE-02599,None,Birchmount Rd,Birchmount Rd,East,McNicoll Ave,South,16128,21,None,Standard,Existing,B2216128,,"{'type': 'MultiPoint', 'coordinates': [[-79.3108765179371, 43.8083619120706]]}"
1321,2959,BE-02600,381A,Mount Pleasant Rd,Mount Pleasant Rd,East,Merton St,North,16140,15,None,Standard,Existing,B1516140,,"{'type': 'MultiPoint', 'coordinates': [[-79.3862668956309, 43.6983058640855]]}"
1322,2960,BE-02603,107,Roncesvalles Ave,Roncesvalles Ave,East,Pearson Ave,North,16143,04,Roncesvalles Village,Mini,Existing,B0416143,,"{'type': 'MultiPoint', 'coordinates': [[-79.4474083260061, 43.6423013895015]]}"
1323,2961,BE-02605,66,Roncesvalles Ave,Roncesvalles Ave,West,Marion St,South,16135,04,Roncesvalles Village,Mini,Temporarily Removed,B0416135,,"{'type': 'MultiPoint', 'coordinates': [[-79.4470119252404, 43.6408203812357]]}"
1324,2962,BE-02606,27,Roncesvalles Ave,Roncesvalles Ave,East,Grafton Ave,North,16137,04,Roncesvalles Village,Mini,Existing,B0416137,,"{'type': 'MultiPoint', 'coordinates': [[-79.4463281384763, 43.6396395046236]]}"
1325,2963,BE-02609,209,Roncesvalles Ave,Roncesvalles Ave,East,Wright Ave,South,16139,04,Roncesvalles Village,Standard,Existing,B0416139,,"{'type': 'MultiPoint', 'coordinates': [[-79.4486025323825, 43.645388268901]]}"
1326,2964,BE-02612,300,Roncesvalles Ave,Roncesvalles Ave,West,Grenadier Rd,North,16149,04,Roncesvalles Village,Mini,Temporarily Removed,B0416149,,"{'type': 'MultiPoint', 'coordinates': [[-79.4501697158613, 43.6489959722315]]}"
1327,2965,BE-02610,263,Roncesvalles Ave,Roncesvalles Ave,East,Fermanagh Ave,North,16147,04,Roncesvalles Village,Standard,Existing,B0416147,,"{'type': 'MultiPoint', 'coordinates': [[-79.4490704081579, 43.6465393572265]]}"
1328,2966,BE-02611,313,Roncesvalles Ave,Roncesvalles Ave,East,Grenadier Rd,South,16148,04,Roncesvalles Village,Mini,Temporarily Removed,B0416148,,"{'type': 'MultiPoint', 'coordinates': [[-79.4498123496761, 43.648512658698]]}"
1329,2967,BE-02619,148,Dundas St W,Elizabeth St,East,Dundas St W,North,16164,10,None,Standard,Existing,B1116164,,"{'type': 'MultiPoint', 'coordinates': [[-79.3851815921507, 43.6555873931435]]}"
1330,2968,BE-02623,1108,King St W,Joe Shuster Way,East,King St W,North,16209,10,None,Standard,Existing,B1016209,,"{'type': 'MultiPoint', 'coordinates': [[-79.4236709177817, 43.6401921693437]]}"
1331,2969,BE-02621,55,Halton St,Ossington Ave,East,Halton St,South,16181,10,Ossington Avenue,Mini,Existing,B1016181,,"{'type': 'MultiPoint', 'coordinates': [[-79.4201871134469, 43.6480910583619]]}"
1332,2970,BE-02622,None,None,Ossington Ave,East,Argyle St,North,16182,10,Ossington Avenue,Mini,Existing,B1016182,,"{'type': 'MultiPoint', 'coordinates': [[-79.4200190944476, 43.6476725754964]]}"
1333,2971,BE-02624,655,Humberwood Blvd,Humberwood Blvd,West,Morning Star Dr,South,16205,01,None,Standard,Existing,B0116205,,"{'type': 'MultiPoint', 'coordinates': [[-79.6217909537084, 43.725240441073]]}"
1334,2972,BE-02625,None,None,Morning Star Dr,South,Humberwood Blvd,East,16207,01,None,Standard,Existing,B0116207,,"{'type': 'MultiPoint', 'coordinates': [[-79.6228976268695, 43.7258883990735]]}"
1335,2973,BE-02628,None,None,Markham Rd,East,McLevin Ave,South,16212,23,None,Standard,Existing,B2316212,,"{'type': 'MultiPoint', 'coordinates': [[-79.2407483413023, 43.7983705945419]]}"
1336,2974,BE-02630,111,Davisville Ave,Davisville Ave,South,Pailton Cres,East,16236,12,None,Mini,Existing,B1216236,,"{'type': 'MultiPoint', 'coordinates': [[-79.3921896824532, 43.6991506493841]]}"
1337,2975,BE-02629,2700,Dufferin St,Dufferin St,West,Briar Hill Ave,South,16235,08,None,Standard,Existing,B0816235,,"{'type': 'MultiPoint', 'coordinates': [[-79.4521758533788, 43.7019965018274]]}"
1338,2976,BE-02690,99,Broadway Ave,Broadway Ave,South,Redpath Ave,East,16481,12,None,Mini,Existing,B1216481,,"{'type': 'MultiPoint', 'coordinates': [[-79.3934589581489, 43.7105944935655]]}"
1339,2977,BE-02692,197,Redpath Ave,Redpath Ave,East,Broadway Ave,South,16482,12,None,Mini,Existing,B1216482,,"{'type': 'MultiPoint', 'coordinates': [[-79.39354017654, 43.7100536651728]]}"
1340,2985,BE-02645,16,John St,John St,North,South Station St,West,16255,05,Weston Village,Standard,Existing,B0516255,,"{'type': 'MultiPoint', 'coordinates': [[-79.5173794808452, 43.7014340718402]]}"
1341,2987,BE-02644,20,John St,John St,North,Pantelis Kalamaris Lane,East,16258,05,Weston Village,Standard,Existing,B0516258,,"{'type': 'MultiPoint', 'coordinates': [[-79.517427940625, 43.701340766188]]}"
1342,2988,BE-02675,4929,Bathurst St,Finch Ave W,South,Bathurst St,East,16410,18,None,Standard,Existing,B0616410,,"{'type': 'MultiPoint', 'coordinates': [[-79.4422349290371, 43.7738166361419]]}"
1343,2989,BE-02673,944,Kingston Rd,Kingston Rd,North,Lawlor Ave,East,16395,19,None,Mini,Existing,B1916395,,"{'type': 'MultiPoint', 'coordinates': [[-79.2879871789265, 43.6805257615629]]}"
1344,2990,BE-02677,None,Doris Ave,Doris Ave,West,Holmes Ave,South,16415,18,None,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4131916549339, 43.7779031486358]]}"
1345,2991,BE-02676,None,Doris Ave,Doris Ave,West,Byng Ave,South,16414,18,None,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4132272481184, 43.7765790419776]]}"
1346,2992,BE-02695,839,Yonge St,Yonge St,East,Davenport Rd,North,16499,11,None,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3879193480099, 43.6732743643752]]}"
1347,2993,BE-02710,99,Atlantic Ave,Atlantic Ave,East,Liberty St,North,16531,10,Liberty Village,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4205928114847, 43.6386622777442]]}"
1348,2994,BE-02709,3765,Lake Shore Blvd W,Lake Shore Blvd W,North,Brown's Line,East,16527,03,None,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5411256508338, 43.5929343113702]]}"
1349,2995,BE-02708,3765,Lake Shore Blvd W,Lake Shore Blvd W,North,Brown's Line,East,16526,03,None,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5413372894031, 43.5928916041661]]}"
1350,2996,BE-02701,25,Wellesley St W,Wellesley St W,South,Bay St,East,16519,13,None,Standard,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3865706236519, 43.6644179833773]]}"
1351,2997,BE-02704,None,Parliament St,Parliament St,East,Shuter St,North,16522,13,None,Mini,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3651096782985, 43.6574954320986]]}"
1352,2998,BE-02705,595,Parliament St,Parliament St,East,Wellesley St E,South,16523,13,Cabbagetown,Mini,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3692494820184, 43.6676782292524]]}"
